GMT,SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,prob,Date,TH
12,277.4,2.7,-5.0,36.6,21.6,24.6,46.2,294.79,840.42,-302.4,2864.4,59.4,5757,,19/06/2018,0
0,277.4,5.0,-4.7,36.6,21.6,24.6,46.2,299.2,962.14,-84.4,2650.6,61.2,5757,,20/06/2018,1
12,277.4,7.5,-0.3,36.6,21.6,24.6,46.2,294.97,927.49,-240.4,291.7,63.4,5757,,20/06/2018,1
0,277.4,5.6,-4.2,36.6,21.6,24.6,46.2,298.88,962.58,-75.6,2132.7,61.4,5757,,21/06/2018,0
12,277.4,7.9,2.0,36.6,21.6,24.6,46.2,291.62,880.76,0.0,0.0,65.6,5757,,21/06/2018,0
0,277.4,8.6,-2.3,36.6,21.6,24.6,46.2,295.41,904.16,-44.0,806.5,50.8,5757,,22/06/2018,0
12,277.4,5.1,-4.1,36.6,21.6,24.6,46.2,297.77,934.58,-67.2,1855.6,63.1,5757,,22/06/2018,0
0,277.4,11.2,-1.5,36.6,21.6,24.6,46.2,293.6,872.81,-27.2,364.2,46.7,5757,,23/06/2018,1
12,277.4,5.0,-4.7,36.6,21.6,24.6,46.2,298.78,951.23,-14.3,8.0,68.2,5757,,23/06/2018,1
0,277.4,6.4,-3.6,36.6,21.6,24.6,46.2,298.34,958.9,-35.1,1794.3,65.3,5757,,25/06/2018,0
12,277.4,7.6,-1.2,36.6,21.6,24.6,46.2,297.28,972.33,-42.6,243.6,70.2,5757,,25/06/2018,0
0,277.4,8.7,0.7,36.6,21.6,24.6,46.2,294.6,933.35,-137.2,35.2,64.0,5757,,26/06/2018,0
12,277.4,6.5,-0.7,36.6,21.6,24.6,46.2,294.26,901.09,-134.0,10.4,67.9,5757,,26/06/2018,0
0,277.4,6.2,-0.7,36.6,21.6,24.6,46.2,299.97,1003.57,0.2,1643.4,65.5,5757,Prob,27/06/2018,0
12,277.4,6.1,-2.5,39.3,21.6,24.6,46.2,296.48,928.14,-45.8,19.0,67.5,5757,,27/06/2018,0
0,277.4,27.0,4.3,39.3,21.6,24.6,46.2,276.91,630.46,0.0,0.0,18.0,5757,,29/06/2018,0
12,271.6,7.4,-1.6,39.0,21.3,24.3,45.6,295.32,908.19,-108.1,787.2,58.2,5838,,29/06/2018,0
0,271.6,18.9,1.9,39.0,21.3,24.3,45.6,286.02,752.54,0.0,0.0,28.2,5838,,30/06/2018,0
12,245.7,6.2,-3.3,37.3,18.5,22.4,40.9,297.58,922.87,-49.7,2402.4,64.7,5822,,30/06/2018,0
0,233.6,17.6,16.9,37.5,20.3,24.1,44.4,267.77,662.17,0.0,0.0,63.9,5837,,01/07/2018,1
12,251.6,4.1,-4.8,37.3,20.4,22.2,42.6,297.54,906.08,-90.9,0.0,67.5,5851,,01/07/2018,1
0,250.6,5.5,-3.2,37.4,19.6,23.6,43.2,297.38,946.98,-39.7,1162.7,66.0,5838,,02/07/2018,1
12,256.7,2.6,-6.6,38.3,20.7,23.5,44.2,298.44,915.76,-64.6,3568.1,66.5,5848,,02/07/2018,1
0,268.4,8.8,2.2,38.9,20.2,23.7,43.9,292.88,914.13,0.0,0.0,68.6,5830,,03/07/2018,1
12,265.2,4.3,-5.8,39.6,20.6,23.8,44.4,299.31,953.84,-11.9,3020.3,70.6,5811,,03/07/2018,1
0,268.9,4.3,-5.4,38.7,20.7,23.6,44.3,299.27,972.3,-18.0,2394.8,67.4,5816,,04/07/2018,0
12,242.1,7.5,-1.4,36.6,19.4,22.8,42.2,295.49,923.75,-82.6,17.7,63.0,5823,,04/07/2018,0
0,270.3,6.5,-2.1,39.1,20.9,22.2,43.1,297.1,965.56,-37.1,590.0,69.5,5811,,05/07/2018,1
12,246.6,5.2,-4.4,37.9,19.6,21.3,40.9,299.41,966.38,-7.3,2622.4,71.6,5831,,05/07/2018,1
0,246.7,7.2,-2.7,39.6,21.8,23.5,45.3,296.48,933.99,-36.3,637.3,60.0,5818,,06/07/2018,0
12,252.8,4.5,-5.2,37.8,20.3,23.7,44.0,297.99,907.65,-65.9,2816.0,65.1,5828,,06/07/2018,0
0,245.0,9.8,-0.5,35.3,17.7,23.0,40.7,295.28,910.9,-70.5,0.5,52.3,5837,,07/07/2018,0
12,246.8,7.7,-1.3,31.7,16.5,21.7,38.2,296.37,913.13,-67.3,769.4,57.2,5842,,07/07/2018,0
0,263.8,11.3,0.9,32.4,18.0,20.1,38.1,295.7,926.2,-120.7,0.5,56.1,5826,,08/07/2018,0
12,269.8,11.0,6.4,39.5,19.1,21.3,40.4,287.17,821.52,0.0,0.0,70.4,5828,,08/07/2018,0
0,258.9,8.7,-0.7,32.3,18.6,19.9,38.5,298.05,964.92,-12.8,28.5,67.8,5829,,09/07/2018,0
12,274.3,8.5,-1.1,33.7,18.5,19.6,38.1,297.54,927.88,-35.1,131.2,66.9,5864,,09/07/2018,0
0,264.6,8.3,0.6,39.3,20.7,21.5,42.2,295.33,936.92,-81.1,12.0,70.7,5818,,10/07/2018,1
12,274.5,7.2,-2.4,38.4,19.9,20.9,40.8,297.75,925.81,-38.8,1817.8,72.6,5846,,10/07/2018,1
0,238.2,12.0,6.5,35.4,17.2,20.8,38.0,289.82,876.33,0.0,0.0,67.9,5833,,11/07/2018,1
12,245.7,6.7,-2.9,36.9,17.5,21.6,39.1,298.57,939.03,-34.6,2211.1,68.5,5851,,11/07/2018,1
0,253.0,9.1,-0.2,36.4,18.0,19.7,37.7,298.15,967.83,-15.5,730.1,71.3,5818,,12/07/2018,0
12,262.7,8.7,-2.0,36.9,19.1,21.5,40.6,296.34,905.35,-26.9,0.9,61.1,5811,,12/07/2018,0
0,246.1,8.7,-0.2,34.1,18.0,20.7,38.7,297.53,965.27,-49.9,327.7,66.1,5817,,13/07/2018,0
12,281.6,10.5,4.1,37.3,19.0,20.7,39.7,291.52,875.5,0.0,0.0,70.1,5818,,13/07/2018,0
0,254.1,10.5,0.1,35.0,18.6,20.2,38.8,295.8,926.2,-11.8,0.0,57.5,5816,,14/07/2018,0
12,283.1,9.4,2.1,36.0,18.8,20.8,39.6,293.44,890.4,0.0,0.0,67.4,5830,,14/07/2018,0
0,290.4,9.6,-0.9,33.0,19.7,20.8,40.5,296.06,923.65,-9.2,22.6,57.9,5811,,15/07/2018,0
12,296.2,8.5,0.2,36.1,18.4,21.1,39.5,295.81,912.97,0.0,0.0,67.9,5807,,15/07/2018,0
0,275.9,9.9,-0.9,36.8,19.1,21.2,40.3,296.7,938.31,-10.3,12.4,60.7,5811,,16/07/2018,0
12,283.2,11.7,7.9,39.0,19.7,20.9,40.6,284.54,785.27,0.0,0.0,72.4,5791,,16/07/2018,0
0,278.3,9.6,-0.1,35.0,18.5,20.2,38.7,297.17,951.38,-19.6,19.5,67.3,5820,,17/07/2018,1
12,269.3,8.0,-1.7,39.1,19.1,21.6,40.7,297.88,954.79,-22.6,957.6,74.5,5830,,17/07/2018,1
0,255.7,8.8,-0.1,36.4,18.9,21.2,40.1,297.3,963.59,-37.7,2.2,70.4,5834,,18/07/2018,0
12,246.3,7.5,-1.8,34.0,18.3,20.6,38.9,297.02,919.07,-51.2,28.1,66.5,5852,,18/07/2018,0
0,256.6,9.2,-2.0,37.9,19.9,22.1,42.0,297.06,933.48,-10.2,1.1,59.7,5839,,19/07/2018,1
12,243.9,5.7,-3.7,38.3,19.0,23.3,42.3,297.32,908.79,-79.1,2155.4,64.0,5841,,19/07/2018,1
0,283.0,5.8,-5.1,40.5,22.2,24.9,47.1,297.86,923.68,-36.3,93.9,62.5,5833,,20/07/2018,0
12,308.3,6.5,-3.1,37.2,18.7,22.8,41.5,297.51,900.97,-67.5,6.9,66.1,5816,,20/07/2018,0
0,293.6,9.8,-0.2,35.4,18.2,20.2,38.4,296.81,942.26,-9.4,0.0,64.7,5795,,21/07/2018,0
12,315.5,7.8,-1.9,36.1,19.7,20.9,40.6,297.66,935.51,-21.3,16.7,69.3,5798,,21/07/2018,0
0,296.4,7.6,-2.6,38.4,19.3,20.4,39.7,299.93,984.12,-0.3,1770.2,73.8,5791,,22/07/2018,1
12,302.0,10.2,-0.3,38.4,19.2,20.5,39.7,296.24,931.09,-13.0,4.0,65.8,5803,,22/07/2018,1
0,300.8,9.0,-1.4,37.8,20.2,21.5,41.7,295.79,918.62,-19.2,23.1,62.9,5821,,23/07/2018,0
12,264.5,5.4,-4.3,36.9,19.7,22.6,42.3,299.02,955.15,-18.7,2418.6,70.1,5824,,23/07/2018,0
0,256.7,6.8,-1.8,38.4,20.5,23.0,43.5,296.88,957.45,-59.9,3.8,68.1,5834,,24/07/2018,0
0,271.1,7.9,-1.5,40.1,21.3,22.1,43.4,297.37,969.36,0.0,0.0,68.3,5825,,26/07/2018,1
12,271.1,10.0,-0.4,36.4,20.5,19.5,40.0,295.99,935.95,-4.3,21.0,63.4,5814,,26/07/2018,1
0,257.6,6.1,-3.2,38.8,21.7,22.0,43.7,298.66,980.12,-4.5,1369.9,72.0,5805,,27/07/2018,1
12,253.7,7.4,-3.9,40.2,21.4,22.3,43.7,297.67,935.84,-2.6,1683.4,65.2,5809,,27/07/2018,1
0,263.4,7.8,-3.6,38.2,21.0,21.2,42.2,297.77,935.84,-3.3,2069.6,65.0,5818,,28/07/2018,0
12,245.9,4.6,-5.6,40.5,21.9,23.3,45.2,300.04,979.03,-8.5,2872.6,75.3,5818,,28/07/2018,0
0,243.2,8.4,-2.1,38.2,20.6,22.3,42.9,296.05,931.12,-15.0,396.0,59.9,5815,,29/07/2018,1
12,243.6,6.7,-3.0,38.2,19.3,22.5,41.8,298.25,946.65,-25.2,1842.8,67.9,5821,,29/07/2018,1
0,244.1,7.4,-1.7,37.5,20.7,22.5,43.2,297.33,967.25,-42.1,2.5,65.7,5819,,30/07/2018,1
12,240.2,6.1,-3.9,37.8,20.3,22.3,42.6,298.91,964.16,-10.9,2008.6,62.8,5801,,30/07/2018,1
0,242.1,8.8,-1.0,38.2,20.9,22.6,43.5,295.75,940.92,-38.8,0.8,57.1,5805,,31/07/2018,0
12,233.9,8.5,-1.7,37.8,20.3,22.4,42.7,295.56,916.07,-28.3,7.7,61.6,5804,,31/07/2018,0
0,269.9,7.9,0.0,38.3,20.4,21.5,41.9,296.44,978.11,-31.1,1.2,68.5,5791,,01/08/2018,0
12,246.1,7.9,-0.5,37.5,19.5,21.2,40.7,296.2,950.84,-47.2,18.5,67.6,5807,,01/08/2018,0
0,244.9,9.4,0.4,38.9,21.3,22.4,43.7,293.99,939.59,0.0,0.0,59.7,5806,,02/08/2018,1
12,236.1,8.9,2.3,36.1,19.5,21.3,40.8,292.45,896.05,0.0,0.0,68.3,5824,,02/08/2018,1
0,250.5,10.6,6.1,35.8,20.0,21.5,41.5,288.03,860.3,0.0,0.0,65.8,5828,,03/08/2018,1
12,253.2,7.5,-1.2,39.7,21.2,22.8,44.0,297.04,966.31,-50.9,52.6,62.4,5828,,03/08/2018,1
0,242.3,8.3,-1.3,34.5,19.5,21.3,40.8,294.18,897.69,-37.0,10.0,56.5,5830,,04/08/2018,1
12,246.0,5.6,-3.9,35.5,19.1,21.6,40.7,297.6,905.53,-67.8,2819.0,67.5,5835,,04/08/2018,1
0,248.4,8.1,0.3,37.8,20.7,22.1,42.8,295.26,942.75,-138.4,5.1,68.7,5827,,05/08/2018,0
12,248.9,8.5,0.4,39.4,20.0,22.7,42.7,295.96,947.34,-105.6,3.3,70.7,5821,,05/08/2018,0
0,253.6,8.5,-2.3,36.7,20.1,22.5,42.6,296.81,940.68,-1.7,5.0,58.2,5808,,06/08/2018,0
12,253.0,7.7,-1.9,37.4,18.7,22.4,41.1,296.49,926.16,-43.1,917.6,62.6,5803,,06/08/2018,0
0,305.7,9.1,-1.2,38.2,20.1,21.0,41.1,295.95,931.12,-6.0,10.5,59.9,5797,,07/08/2018,0
12,293.6,8.1,-0.4,37.4,18.8,21.5,40.3,296.63,945.29,-42.9,1.9,69.2,5802,,07/08/2018,0
0,267.6,9.8,0.0,35.1,17.9,20.5,38.4,296.02,941.37,-11.7,19.1,55.1,5817,,08/08/2018,0
12,266.1,8.2,-1.1,32.5,16.9,20.3,37.2,297.06,927.99,-39.2,1399.7,61.1,5838,,08/08/2018,0
0,255.5,7.0,-1.6,36.8,20.0,21.7,41.7,297.18,961.26,-19.8,8.0,65.6,5841,,09/08/2018,0
12,244.1,8.6,1.1,38.3,19.6,22.4,42.0,294.2,913.64,0.0,0.0,68.9,5848,,09/08/2018,0
0,225.3,7.1,-2.4,35.3,18.5,21.8,40.3,298.96,985.0,-9.5,1430.3,64.7,5846,,10/08/2018,0
12,225.3,5.8,-3.3,33.7,18.2,22.4,40.6,296.54,897.14,-93.2,2046.1,61.7,5850,,10/08/2018,0
0,222.7,7.7,-2.4,35.4,18.7,22.3,41.0,297.82,955.45,-10.9,1186.7,59.5,5828,,11/08/2018,0
12,250.5,6.1,-3.5,35.2,19.6,21.9,41.5,297.51,906.87,-63.4,2459.6,64.2,5825,,11/08/2018,0
0,245.6,5.9,-3.9,36.2,20.6,22.2,42.8,298.45,960.98,-9.4,1565.2,66.1,5807,,12/08/2018,0
12,257.8,8.3,-2.3,39.8,19.7,21.7,41.4,296.44,905.35,-25.3,1412.9,63.2,5791,,12/08/2018,0
0,242.0,7.8,-2.0,33.5,18.8,20.8,39.6,298.31,964.22,-6.6,1192.7,63.2,5812,,13/08/2018,0
12,265.6,8.9,-1.7,36.7,19.2,21.4,40.6,296.07,897.2,-38.9,7.9,58.3,5817,,13/08/2018,0
0,258.9,9.9,-0.6,34.9,19.3,21.9,41.2,295.96,923.67,-84.0,399.0,59.4,5818,,14/08/2018,1
12,268.6,6.5,-3.3,34.2,18.8,20.3,39.1,298.04,920.1,-37.6,65.0,67.6,5810,,14/08/2018,1
0,305.9,10.5,-0.3,35.7,19.0,21.8,40.8,296.46,933.51,-54.0,556.0,59.2,5825,,15/08/2018,1
12,297.9,7.6,-1.0,37.0,19.6,22.2,41.8,296.58,943.43,-123.5,26.4,69.0,5829,,15/08/2018,1
0,270.9,7.5,-1.0,34.8,19.1,21.6,40.7,296.63,950.06,-63.5,369.7,66.4,5840,,16/08/2018,0
12,279.3,8.9,-1.7,35.6,19.3,21.1,40.4,295.61,902.8,-29.3,1.6,58.6,5844,,16/08/2018,0
0,235.3,9.1,-1.4,34.9,18.7,21.9,40.6,295.92,928.67,-14.7,5.7,56.1,5824,,17/08/2018,0
12,250.6,5.6,-4.2,36.1,18.8,21.3,40.1,299.05,936.1,-32.0,0.1,68.3,5820,,17/08/2018,0
0,259.1,6.5,-2.1,35.2,20.4,21.8,42.2,296.71,942.42,-50.6,9.6,68.2,5817,,18/08/2018,0
12,263.9,7.0,-3.6,38.1,19.8,23.3,43.1,296.43,888.6,-52.3,2109.9,57.4,5804,,18/08/2018,0
0,270.8,10.7,6.3,38.0,19.8,22.6,42.4,287.06,833.1,0.0,0.0,63.3,5800,,19/08/2018,0
12,260.9,7.6,-1.5,36.9,19.1,20.6,39.7,297.3,952.95,-9.8,444.3,68.7,5779,,19/08/2018,0
0,293.3,10.2,-0.3,37.4,19.3,21.2,40.5,296.09,935.95,-30.7,28.2,60.9,5810,,20/08/2018,0
12,267.0,8.6,0.5,35.5,17.9,21.1,39.0,295.49,925.11,-142.9,15.5,68.8,5820,,20/08/2018,0
0,254.5,9.4,0.5,34.1,19.1,20.3,39.4,296.68,962.17,-27.7,0.2,66.2,5823,,21/08/2018,0
12,251.4,8.0,-1.3,35.4,18.6,20.9,39.5,297.31,939.44,-34.4,1060.7,67.2,5830,,21/08/2018,0
0,243.6,7.4,-2.2,38.7,20.5,21.7,42.2,296.25,929.88,-32.3,743.0,64.1,5818,,22/08/2018,1
12,243.5,5.4,-4.2,37.9,20.4,22.8,43.2,297.52,910.93,-58.8,2314.3,70.0,5835,,22/08/2018,1
0,238.5,7.9,-1.4,37.0,20.2,23.0,43.2,295.86,929.27,-84.7,1.6,62.7,5839,,23/08/2018,0
12,226.3,6.2,-2.8,32.8,18.4,22.3,40.7,296.25,896.33,-90.6,12.6,62.1,5841,,23/08/2018,0
0,228.1,8.2,1.4,37.5,20.6,22.2,42.8,292.96,907.65,0.0,0.0,69.4,5831,,24/08/2018,0
12,248.4,7.7,-1.8,37.7,19.1,21.0,40.1,297.5,938.45,-37.1,9.2,68.1,5823,,24/08/2018,0
0,226.5,7.0,-3.7,39.1,20.4,24.0,44.4,296.49,926.12,-18.5,43.3,56.2,5814,,25/08/2018,0
12,275.0,6.4,-2.9,37.9,20.5,21.7,42.2,297.18,924.09,-42.9,1346.5,69.6,5814,,25/08/2018,0
0,261.1,8.9,-1.6,36.1,19.9,21.8,41.7,296.06,923.65,-28.9,515.1,57.8,5813,,26/08/2018,1
12,275.1,8.5,-0.6,37.2,17.8,21.3,39.1,297.48,938.45,-61.8,47.8,68.6,5818,,26/08/2018,1
0,283.3,10.3,-0.3,34.9,19.3,20.7,40.0,296.14,931.09,-18.6,2.0,57.7,5823,,27/08/2018,0
12,295.2,10.6,0.6,33.7,18.6,20.0,38.6,294.46,883.35,-144.4,464.8,57.2,5833,,27/08/2018,0
0,267.8,6.8,-2.3,37.3,20.7,22.3,43.0,297.65,961.84,-18.1,4.5,67.9,5834,,28/08/2018,1
12,270.9,7.9,0.7,36.6,18.9,22.5,41.4,293.57,896.46,-273.0,20.6,66.7,5838,,28/08/2018,1
0,247.8,5.9,-3.8,35.3,20.4,22.6,43.0,299.27,987.53,-3.2,1951.6,65.8,5836,,29/08/2018,1
12,237.9,7.3,-1.8,37.5,18.8,21.4,40.2,296.65,930.07,-50.8,1158.3,65.7,5824,,29/08/2018,1
0,220.7,6.9,-1.5,36.8,19.2,22.2,41.4,297.03,958.48,-43.9,806.1,65.4,5835,,30/08/2018,1
12,235.9,7.4,-2.1,38.0,18.9,21.9,40.8,297.39,933.75,-47.5,64.3,66.7,5837,,30/08/2018,1
0,225.8,5.7,-2.7,36.2,20.5,23.6,44.1,296.58,947.24,-76.5,726.7,65.9,5832,,31/08/2018,0
12,242.7,8.4,-2.3,36.0,19.9,23.0,42.9,296.26,923.65,-8.5,0.1,56.0,5833,,31/08/2018,0
0,248.1,17.9,17.4,36.3,20.6,22.5,43.1,268.13,671.5,0.0,0.0,62.9,5827,,01/09/2018,1
12,244.0,8.6,1.3,33.3,17.9,20.3,38.2,294.09,908.1,-211.6,1.3,65.1,5829,,01/09/2018,1
0,239.4,7.9,0.8,35.9,20.1,22.1,42.2,294.37,941.88,-157.5,1.1,65.5,5820,,02/09/2018,0
12,271.6,3.4,-7.2,38.6,20.2,23.9,44.1,301.38,989.97,-0.6,4434.3,67.3,5830,,02/09/2018,0
0,237.2,5.6,-3.6,36.5,20.7,22.7,43.4,298.54,982.47,-13.1,1697.2,65.3,5824,,03/09/2018,1
12,214.7,7.0,-1.0,34.7,18.0,22.5,40.5,295.43,913.19,-110.1,817.5,63.0,5831,,03/09/2018,1
0,230.9,5.2,-3.9,39.2,20.5,23.3,43.8,298.45,974.62,-20.8,1957.6,66.4,5823,,04/09/2018,1
12,233.3,5.5,-3.8,37.6,20.5,23.7,44.2,298.35,970.74,-30.9,1673.8,65.9,5813,,04/09/2018,1
0,255.4,6.0,-2.6,38.0,21.0,23.6,44.6,297.17,970.86,-46.9,610.1,65.9,5803,,05/09/2018,0
12,281.1,4.6,-5.4,35.0,19.3,22.6,41.9,299.63,967.68,-11.8,2893.5,61.4,5797,,05/09/2018,0
0,303.9,8.8,-0.7,36.1,20.0,21.5,41.5,295.18,932.51,-21.5,1.2,56.8,5786,,06/09/2018,0
12,316.5,9.6,3.4,35.6,18.5,21.0,39.5,291.91,898.74,0.0,0.0,64.9,5784,,06/09/2018,0
0,285.5,6.1,-2.6,36.1,20.1,22.3,42.4,297.66,974.72,-16.1,693.2,64.4,5832,,07/09/2018,0
12,275.4,4.4,-4.5,39.5,21.3,23.6,44.9,297.63,941.02,-39.0,1873.6,67.6,5840,,07/09/2018,0
0,238.3,6.3,-2.7,34.0,19.4,22.7,42.1,297.79,977.34,-14.7,845.3,56.2,5823,,08/09/2018,0
12,224.7,6.8,-0.8,23.2,17.6,21.2,38.8,294.75,896.99,-135.2,0.5,56.3,5847,,08/09/2018,0
0,211.7,7.7,-0.8,22.6,17.5,21.4,38.9,296.73,958.54,-38.7,3.5,55.6,5819,,09/09/2018,0
12,200.0,7.7,1.3,26.5,15.9,22.4,38.3,291.74,861.43,-400.3,10.7,56.7,5840,,09/09/2018,0
0,207.2,6.7,-1.7,29.8,18.2,22.8,41.0,296.3,955.83,-38.6,536.8,57.7,5812,,10/09/2018,0
12,201.3,6.3,-0.9,27.8,17.2,22.2,39.4,293.88,889.42,-180.3,9.8,59.3,5827,,10/09/2018,0
0,209.0,6.3,-3.1,32.5,18.2,22.0,40.2,298.31,971.97,-16.1,2051.5,58.6,5815,,11/09/2018,0
12,238.8,7.0,-1.2,37.8,21.0,22.6,43.6,296.34,964.13,-69.7,368.8,65.9,5823,,11/09/2018,0
0,221.3,5.8,-3.2,36.8,19.5,22.6,42.1,297.7,963.91,-40.0,1819.3,62.1,5815,,12/09/2018,0
12,222.3,6.4,-0.2,34.0,18.9,23.5,42.4,292.67,880.08,-268.4,32.1,59.5,5834,,12/09/2018,0
0,234.3,5.1,-4.2,35.9,20.0,22.5,42.5,298.53,966.54,-34.3,2643.4,57.0,5820,,13/09/2018,1
12,238.2,2.7,-6.0,39.2,20.2,24.2,44.4,297.45,906.14,-87.3,3586.1,60.7,5843,,13/09/2018,1
0,226.1,6.0,-2.3,36.3,20.8,23.5,44.3,296.67,966.81,-61.4,738.1,59.7,5813,,14/09/2018,0
12,222.9,2.2,-6.0,34.2,21.2,25.2,46.4,296.01,892.9,-121.3,2580.9,61.5,5832,,14/09/2018,0
0,218.6,6.3,-1.9,34.3,20.0,23.4,43.4,296.25,953.02,-74.3,869.5,61.2,5810,,15/09/2018,1
12,217.1,3.4,-5.4,34.0,19.5,23.2,42.7,297.38,909.53,-73.2,3412.2,60.1,5829,,15/09/2018,1
0,210.0,6.3,-1.4,33.4,19.4,24.2,43.6,295.42,950.33,-109.5,366.9,56.6,5809,,16/09/2018,0
12,223.5,3.0,-5.0,33.9,19.5,24.5,44.0,295.96,889.33,-139.6,2625.2,60.2,5826,,16/09/2018,0
0,224.8,4.0,-4.9,36.1,20.0,24.6,44.6,297.95,966.63,-33.0,1894.8,56.6,5813,,17/09/2018,0
12,221.2,4.1,-4.4,35.5,19.9,23.7,43.6,295.59,878.85,-142.1,2491.8,53.0,5810,,17/09/2018,0
0,237.0,4.8,-3.5,32.9,20.9,23.0,43.9,296.48,941.33,-63.3,1347.5,53.7,5813,,18/09/2018,0
12,208.2,3.7,-5.0,30.9,19.5,24.2,43.7,296.14,885.61,-125.4,0.4,53.3,5817,,18/09/2018,0
0,226.7,5.2,-3.1,32.8,19.0,23.8,42.8,296.48,941.33,-94.8,1022.9,53.5,5825,,19/09/2018,1
12,240.6,3.9,-4.4,34.8,20.2,24.5,44.7,294.96,867.46,-191.7,2155.8,57.9,5823,,19/09/2018,1
0,311.3,9.0,4.1,38.3,20.9,22.0,42.9,289.63,881.7,0.0,0.0,67.3,5809,,20/09/2018,0
12,302.5,6.1,-2.9,37.5,19.1,21.7,40.8,298.18,969.28,-10.6,1632.5,67.4,5813,,20/09/2018,0
0,280.8,6.8,-1.3,35.0,19.8,22.6,42.4,296.16,972.24,-69.4,176.3,62.1,5812,,21/09/2018,0
12,254.3,9.0,2.4,32.9,17.5,22.1,39.6,293.37,945.05,0.0,0.0,58.6,5797,,21/09/2018,0
0,217.7,5.7,-2.6,34.1,21.4,23.6,45.0,296.54,980.06,-25.3,658.6,59.3,5789,,22/09/2018,0
12,216.4,3.7,-4.9,35.7,21.2,23.3,44.5,296.47,922.9,-58.9,2172.2,59.8,5814,,22/09/2018,0
0,152.6,4.8,-4.2,30.8,16.2,24.4,40.6,297.5,977.37,-12.1,1419.0,51.1,5799,,23/09/2018,1
12,207.5,4.9,-3.1,28.9,18.9,22.3,41.2,295.21,896.77,-126.5,1848.9,53.3,5826,,23/09/2018,1
0,207.3,4.5,-4.5,28.2,20.3,23.8,44.1,297.59,969.38,-25.8,1765.3,53.5,5805,,24/09/2018,1
12,238.9,2.1,-7.4,35.5,21.0,24.4,45.4,298.56,928.54,-54.3,4252.8,58.0,5834,,24/09/2018,1
0,214.3,4.3,-4.5,39.4,21.2,24.8,46.0,297.27,961.23,-56.3,1883.7,57.4,5814,,25/09/2018,0
12,195.7,5.0,-3.5,32.8,19.0,24.5,43.5,296.52,935.29,-103.3,1774.7,57.3,5832,,25/09/2018,0
0,211.1,5.1,-3.9,36.8,20.2,24.2,44.4,297.65,966.66,-54.0,2033.9,57.6,5820,,26/09/2018,0
12,204.2,4.6,-4.0,36.1,19.2,25.0,44.2,296.79,938.25,-84.7,2071.0,59.1,5829,,26/09/2018,0
0,207.5,5.4,-3.6,36.3,19.6,23.9,43.5,297.65,966.66,-43.9,2084.1,55.6,5816,,27/09/2018,1
12,218.8,9.6,5.7,36.7,20.6,23.6,44.2,285.7,823.07,0.0,0.0,58.5,5826,,27/09/2018,1
0,189.0,7.4,2.7,35.5,20.2,25.3,45.5,288.83,870.6,0.0,0.0,53.7,5813,,28/09/2018,1
12,220.4,2.2,-5.5,34.0,22.9,25.8,48.7,295.08,895.99,-159.1,2.0,55.0,5828,,28/09/2018,1
0,206.3,2.4,-7.0,33.7,22.1,26.0,48.1,298.28,969.28,-40.1,2519.5,50.4,5813,,29/09/2018,0
12,222.7,2.7,-5.5,36.3,21.9,25.5,47.4,295.95,906.72,-124.9,2098.1,58.4,5829,,29/09/2018,0
0,214.7,5.0,-3.7,30.3,20.5,22.9,43.4,297.42,962.24,-48.5,25.8,50.2,5813,,30/09/2018,0
12,66.8,4.0,-2.5,20.2,7.6,26.7,34.3,292.08,853.16,-369.5,476.2,38.3,5828,,30/09/2018,0
0,116.4,5.5,-1.7,21.4,11.9,24.0,35.9,294.93,937.11,-138.1,22.0,33.1,5802,,01/10/2018,0
12,159.8,7.4,4.2,7.1,15.6,24.3,39.9,283.25,758.94,0.0,0.0,32.6,5819,,01/10/2018,0
0,179.3,4.2,-4.6,11.2,17.6,23.8,41.4,297.42,958.42,-53.4,1968.9,37.9,5794,,02/10/2018,0
12,175.6,4.9,-0.8,16.6,17.4,24.3,41.7,290.14,828.72,-483.6,212.0,36.4,5819,,02/10/2018,0
0,202.6,2.5,-6.0,11.3,20.5,25.3,45.8,296.74,944.2,-66.7,2034.3,41.9,5787,,03/10/2018,0
12,119.2,4.3,-1.9,8.3,12.5,24.7,37.2,291.63,843.37,-372.0,16.7,33.3,5811,,03/10/2018,0
0,192.2,3.3,-5.0,9.4,20.4,23.9,44.3,296.32,947.25,-56.5,1560.3,36.4,5781,,04/10/2018,0
12,112.8,4.5,-1.7,9.3,11.6,24.9,36.5,291.34,849.5,-337.4,559.2,32.3,5804,,04/10/2018,0
0,201.6,4.4,-3.6,20.8,18.1,24.2,42.3,295.74,947.37,-67.3,1149.5,37.0,5780,,05/10/2018,0
12,127.5,3.7,-2.1,14.2,13.1,25.5,38.6,291.01,844.64,-369.1,585.7,33.6,5797,,05/10/2018,0
0,207.5,4.9,-1.9,21.1,19.8,23.6,43.4,293.35,920.82,-115.0,3.0,37.9,5768,,06/10/2018,0
12,75.2,5.4,-0.4,-0.2,5.6,24.4,30.0,290.56,841.6,-378.0,153.9,28.5,5788,,06/10/2018,0
0,202.6,4.2,-4.1,10.5,19.0,22.4,41.4,297.22,965.15,-46.3,2073.5,38.1,5768,,07/10/2018,0
